record_id,trip_start_date,trip_days,distance_km,transport_mode,tuk_engine_type,fuel_type,bus_type,occupancy,congestion_factor,terrain_factor,hotel_class,nightly_kwh_est,season,grid_ef_kgCO2_per_kWh,diesel_gen_l_per_night,water_heating,safari_engine_hours,festival_event,pilgrimage_support_km,pilgrimage_support_liters,meal_plan,food_emissions_kgCO2,rice_kg_per_day,rice_emissions_kgCO2,waste_kg_per_day,waste_method,waste_emissions_kgCO2,plastic_bottles_per_day,plastic_emissions_kgCO2,transport_emissions_kgCO2,accommodation_elec_kgCO2,accommodation_gen_kgCO2,festival_gen_emissions_kgCO2,pilgrimage_emissions_kgCO2,total_trip_emissions_kgCO2
2172,2025-01-11,5,106.0,Hybrid Car,,Petrol,,1,0.91,1.0,Guesthouse,5.93,dry,0.82,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Import-Heavy,34.02,1.0,7.55,0.944,Open Landfill,2.361,1,0.25,3.912,36.612,0.0,49.646,0.0,134.351
2173,2025-09-02,6,41.2,Public Bus,,Electric,Public,31,0.8,1.15,Eco-lodge,8.28,wet,0.07,5.51,Solar Thermal,0.0,None,0,0.0,Local,16.884,1.0,9.06,1.519,Open Landfill,4.557,4,1.2,0.021,3.477,88.601,0.0,0.0,123.8
2174,2025-10-16,5,1.0,Public Bus,,Diesel,Public,28,0.84,1.0,5-star,121.21,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,14.07,0.6,4.53,1.388,Composting,0.347,2,0.5,0.001,43.473,0.0,0.0,0.0,62.921
2175,2025-03-26,7,24.5,Public Bus,,Petrol,Public,42,1.13,1.0,Guesthouse,5.94,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Local,19.698,0.3,3.171,1.222,Open Landfill,4.277,1,0.35,0.013,2.912,0.0,0.0,0.0,30.421
2176,2025-05-20,3,1.0,Hybrid Car,,Petrol,,1,0.81,1.0,Budget Hotel,10.01,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,20.412,0.6,2.718,1.086,Composting,0.163,2,0.3,0.034,2.732,0.0,0.0,0.0,26.36
2177,2025-04-18,3,145.5,Hybrid Car,,Electric,,1,0.94,1.0,5-star,119.05,dry,0.82,4.92,Solar Thermal,0.0,None,0,0.0,Import-Heavy,20.412,0.6,2.718,0.628,Composting,0.094,1,0.15,5.756,292.851,39.557,0.0,0.0,361.538
2178,2025-01-02,10,43.6,Public Bus,,Diesel,Public,24,0.8,1.15,Eco-lodge,7.85,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,28.14,0.6,9.06,1.216,Incineration,2.431,2,1.0,0.029,7.597,0.0,0.0,0.0,48.257
2179,2025-08-26,2,49.2,Train,,Electric,,54,0.99,1.0,5-star,112.05,dry,0.82,4.1,Electric Boiler,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Local,5.628,1.0,3.02,0.639,Open Landfill,0.639,3,0.3,0.027,188.69,21.976,471.626,0.0,691.906
2180,2025-05-15,4,16.1,Hybrid Car,,Petrol,,2,0.89,1.0,Guesthouse,5.38,dry,0.82,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Import-Heavy,27.216,0.6,3.624,0.2,Open Landfill,0.4,2,0.4,0.379,27.495,0.0,111.157,0.0,170.671
2181,2025-11-21,5,85.6,Public Bus,,Electric,Public,18,1.45,1.0,Guesthouse,6.45,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,14.07,0.6,4.53,1.958,Composting,0.489,2,0.5,0.138,38.752,0.0,0.0,0.0,58.479
2182,2025-07-10,4,37.0,Hybrid Car,,Petrol,,1,1.13,1.15,Budget Hotel,10.25,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,11.256,0.3,1.812,0.221,Open Landfill,0.442,1,0.2,1.542,43.445,0.0,0.0,0.0,58.698
2183,2025-02-20,3,139.5,Hybrid Car,,Petrol,,3,1.23,1.15,4-star,38.62,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,8.442,0.6,2.718,1.708,Incineration,1.025,2,0.3,2.303,102.385,0.0,0.0,0.0,117.173
2184,2025-04-20,7,98.1,Public Bus,,Electric,Public,12,1.02,1.0,Guesthouse,5.65,dry,0.82,0.0,Diesel Boiler,0.0,None,0,0.0,Local,19.698,0.6,6.342,1.235,Open Landfill,4.321,1,0.35,0.167,32.44,28.14,0.0,0.0,91.458
2185,2025-09-10,3,45.7,Tourist Coach,,Diesel,Private,19,1.06,1.0,Guesthouse,6.53,wet,0.07,9.52,Electric Boiler,0.0,None,0,0.0,Mixed,11.862,0.6,2.718,0.843,Open Landfill,1.264,2,0.3,0.178,2.001,76.541,0.0,0.0,94.864
2186,2025-05-26,8,131.0,Public Bus,,Electric,Public,25,1.09,1.0,Eco-lodge,6.05,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,22.512,1.0,12.08,1.914,Sanitary Landfill,7.656,2,0.8,0.114,5.07,0.0,0.0,0.0,48.233
2187,2025-01-21,11,80.5,Hybrid Car,,Electric,,1,0.8,1.15,3-star,17.8,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Local,30.954,1.0,16.61,1.371,Composting,0.754,0,0.0,2.343,13.709,0.0,0.0,0.0,64.37
2188,2025-09-28,2,81.3,Tourist Coach,,Electric,Private,28,0.8,1.15,Guesthouse,7.14,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,5.628,0.6,1.812,1.461,Composting,0.146,4,0.4,0.163,1.42,0.0,0.0,0.0,9.568
2189,2025-08-06,3,1.0,Hybrid Car,,Petrol,,1,1.31,1.15,4-star,42.67,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,20.412,1.0,4.53,1.827,Incineration,1.096,1,0.15,0.051,9.59,0.0,0.0,0.0,35.83
2190,2025-09-08,5,75.7,Hybrid Car,,LPG,,1,1.34,1.0,Budget Hotel,11.15,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,14.07,0.6,4.53,2.122,Open Landfill,5.304,3,0.75,4.127,4.952,0.0,0.0,0.0,33.733
2191,2025-05-20,5,99.3,Tuk-Tuk,2-stroke,LPG,,2,1.22,1.0,Budget Hotel,9.44,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,14.07,0.6,4.53,2.108,Open Landfill,5.269,1,0.25,7.269,51.008,0.0,0.0,0.0,82.396
2192,2025-10-18,9,160.0,Private Car,,Electric,,4,0.93,1.35,Budget Hotel,11.83,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,35.586,1.0,13.59,1.956,Open Landfill,8.802,2,0.9,6.955,9.34,0.0,0.0,0.0,75.174
2193,2025-04-27,7,34.9,Hybrid Car,,Petrol,,4,1.29,1.0,Budget Hotel,7.59,dry,0.82,5.84,Electric Boiler,0.0,Pilgrimage (Pada Yatra),90,57.99,Local,19.698,0.3,3.171,1.607,Sanitary Landfill,5.624,0,0.0,0.584,60.769,109.558,0.0,155.413,354.817
2194,2025-08-01,3,216.7,Train,,Electric,,119,1.23,1.15,4-star,48.49,dry,0.82,0.0,Solar Thermal,0.0,Small Local Festival,0,0.0,Local,8.442,1.5,6.795,1.538,Open Landfill,2.307,2,0.3,0.067,119.284,0.0,153.221,0.0,290.416
2195,2025-02-23,7,113.4,Private Car,,Electric,,3,0.99,1.0,Eco-lodge,7.29,dry,0.82,0.0,Solar Thermal,0.0,None,0,0.0,Import-Heavy,47.628,0.6,6.342,1.052,Incineration,1.472,2,0.7,5.177,41.825,0.0,0.0,0.0,103.144
2196,2025-10-27,9,1.0,Tuk-Tuk,2-stroke,LPG,,3,1.04,1.0,5-star,88.63,wet,0.07,3.64,Electric Boiler,0.0,None,0,0.0,Local,25.326,0.6,8.154,0.948,Incineration,1.706,2,0.9,0.042,57.725,87.797,0.0,0.0,181.649
2197,2025-07-10,9,29.3,Hybrid Car,,LPG,,3,0.88,1.0,5-star,140.9,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,35.586,0.6,8.154,0.723,Open Landfill,3.252,1,0.45,0.521,1062.008,0.0,0.0,0.0,1109.97
2198,2025-06-25,3,165.3,Tourist Coach,,LPG,Private,16,0.88,1.0,4-star,42.35,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Import-Heavy,20.412,1.0,4.53,0.486,Composting,0.073,1,0.15,0.636,8.894,0.0,0.0,0.0,34.696
2199,2025-08-08,6,154.6,Tuk-Tuk,4-stroke,Electric,,1,1.29,1.0,Eco-lodge,7.45,dry,0.82,5.15,Solar Thermal,0.0,Small Local Festival,0,0.0,Import-Heavy,40.824,0.3,2.718,0.2,Composting,0.06,0,0.0,11.966,36.643,82.812,78.928,0.0,253.951
2200,2025-09-25,5,81.1,Hybrid Car,,Petrol,,2,0.97,1.0,Eco-lodge,7.04,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,14.07,1.0,7.55,0.775,Open Landfill,1.939,1,0.25,2.059,41.169,0.0,0.0,0.0,67.036
2201,2025-09-04,4,89.0,Private Car,,LPG,,1,0.8,1.0,Eco-lodge,7.14,dry,0.82,13.64,Electric Boiler,0.0,None,0,0.0,Mixed,15.816,0.0,0.0,1.052,Open Landfill,2.104,1,0.2,11.061,33.264,146.221,0.0,0.0,208.666
2202,2025-10-06,9,10.1,Train,,Electric,,70,1.26,1.15,Eco-lodge,6.68,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,25.326,1.0,13.59,1.169,Open Landfill,5.262,0,0.0,0.005,6.098,0.0,0.0,0.0,50.281
2203,2025-09-13,4,159.3,Private Car,,Electric,,1,1.08,1.0,5-star,118.45,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,11.256,0.6,3.624,0.852,Incineration,0.682,2,0.4,27.065,34.006,0.0,0.0,0.0,77.033
2204,2025-03-24,8,20.7,Private Car,,Diesel,,2,0.8,1.0,5-star,111.38,wet,0.07,0.41,Electric Boiler,0.0,None,0,0.0,Mixed,31.632,0.6,7.248,1.705,Open Landfill,6.82,0,0.0,1.327,64.055,8.79,0.0,0.0,119.873
2205,2025-04-29,3,130.7,Hybrid Car,,Diesel,,2,1.0,1.0,5-star,133.08,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,8.442,0.0,0.0,1.066,Composting,0.16,0,0.0,2.552,28.576,0.0,0.0,0.0,39.73
2206,2025-06-02,2,161.1,Public Bus,,Petrol,Public,34,1.14,1.35,5-star,119.03,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Import-Heavy,13.608,0.6,1.812,1.562,Open Landfill,1.562,3,0.3,0.108,16.664,0.0,0.0,0.0,34.055
2207,2025-10-24,6,82.9,Private Car,,Petrol,,2,1.16,1.0,4-star,37.3,dry,0.82,2.53,Solar Thermal,0.0,Small Local Festival,0,0.0,Local,16.884,0.3,2.718,1.516,Open Landfill,4.547,4,1.2,8.063,183.497,40.682,93.708,0.0,351.299
2208,2025-06-24,5,138.1,Hybrid Car,,Petrol,,1,0.97,1.0,Guesthouse,5.19,dry,0.82,0.0,Solar Thermal,0.0,None,0,0.0,Mixed,19.77,1.0,7.55,2.187,Composting,0.547,2,0.5,5.358,21.278,0.0,0.0,0.0,55.003
2209,2025-09-21,5,190.9,Safari Jeep,,Electric,,2,0.91,1.0,Guesthouse,5.88,wet,0.07,0.0,Diesel Boiler,1.01,None,0,0.0,Import-Heavy,34.02,0.6,4.53,1.45,Composting,0.363,3,0.75,0.909,2.058,20.1,0.0,0.0,62.729
2210,2025-08-18,5,96.1,Tuk-Tuk,2-stroke,LPG,,2,1.27,1.15,Budget Hotel,11.63,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,34.02,0.3,2.265,1.042,Open Landfill,2.606,1,0.25,7.323,5.119,0.0,0.0,0.0,51.583
2211,2025-02-11,4,69.5,Private Car,,Diesel,,3,1.31,1.15,3-star,19.59,wet,0.07,0.12,Electric Boiler,0.0,None,0,0.0,Import-Heavy,27.216,0.3,1.812,0.963,Incineration,0.771,0,0.0,5.169,6.325,1.286,0.0,0.0,42.579
2212,2025-06-23,1,76.0,Hybrid Car,,Petrol,,1,0.8,1.0,3-star,18.85,wet,0.07,0.0,Electric Boiler,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Local,2.814,0.6,0.906,0.403,Composting,0.02,1,0.05,2.689,1.529,0.0,1007.965,0.0,1015.972
2213,2025-01-30,3,35.4,Train,,Electric,,97,1.33,1.0,3-star,20.57,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,8.442,0.6,2.718,1.402,Sanitary Landfill,2.103,2,0.3,0.015,4.949,0.0,0.0,0.0,18.526
2214,2025-11-21,4,34.1,Train,,Electric,,58,0.94,1.0,Guesthouse,5.64,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,15.816,0.6,3.624,0.887,Composting,0.177,0,0.0,0.017,2.42,0.0,0.0,0.0,22.054
2215,2025-08-12,5,106.5,Public Bus,,Diesel,Public,23,0.8,1.15,Budget Hotel,8.53,wet,0.07,6.18,Electric Boiler,0.0,None,0,0.0,Mixed,19.77,0.6,4.53,0.8,Incineration,0.8,0,0.0,0.074,4.034,82.812,0.0,0.0,112.021
2216,2025-04-30,3,70.2,Train,,Electric,,21,1.12,1.0,Budget Hotel,8.93,wet,0.07,0.0,Diesel Boiler,0.0,Small Local Festival,0,0.0,Mixed,11.862,1.0,4.53,1.671,Sanitary Landfill,2.507,0,0.0,0.112,1.875,12.06,107.002,0.0,139.948
2217,2025-08-20,7,99.7,Train,,Electric,,101,1.42,1.0,5-star,101.68,dry,0.82,3.3,Electric Boiler,0.0,None,0,0.0,Import-Heavy,47.628,1.0,10.57,1.017,Composting,0.356,1,0.35,0.042,600.838,61.908,0.0,0.0,721.692
2218,2025-08-13,6,1.0,Hybrid Car,,Electric,,3,0.8,1.0,Budget Hotel,9.36,dry,0.82,1.46,Solar Thermal,0.0,None,0,0.0,Mixed,23.724,1.0,9.06,1.0,Composting,0.3,0,0.0,0.013,46.041,23.477,0.0,0.0,102.615
2219,2025-07-04,2,74.4,Tourist Coach,,LPG,Private,8,1.07,1.15,3-star,19.52,dry,0.82,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Local,5.628,0.3,0.906,1.06,Composting,0.106,5,0.5,0.697,36.929,0.0,138.5,0.0,183.265
2220,2025-06-07,9,141.8,Train,,Electric,,111,0.8,1.0,Eco-lodge,8.16,dry,0.82,0.0,Solar Thermal,0.0,None,0,0.0,Local,25.326,1.5,20.385,0.65,Sanitary Landfill,2.924,1,0.45,0.031,60.21,0.0,0.0,0.0,109.325
2221,2025-10-23,7,12.9,Train,,Electric,,66,1.21,1.0,Budget Hotel,8.8,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,47.628,0.6,6.342,2.133,Open Landfill,7.465,1,0.35,0.007,67.725,0.0,0.0,0.0,129.517
2222,2025-08-02,2,81.0,Private Car,,Diesel,,1,1.19,1.15,Eco-lodge,8.24,wet,0.07,4.96,Solar Thermal,0.0,None,0,0.0,Mixed,7.908,0.6,1.812,1.918,Incineration,0.767,2,0.2,14.497,1.154,26.586,0.0,0.0,52.924
2223,2025-09-01,10,1.0,Tuk-Tuk,4-stroke,Electric,,2,1.02,1.0,4-star,45.96,wet,0.07,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Local,28.14,0.6,9.06,1.181,Incineration,2.363,3,1.5,0.031,34.271,0.0,128.636,0.0,203.999
2224,2025-09-12,4,1.7,Tuk-Tuk,4-stroke,Electric,,3,0.8,1.0,3-star,19.55,wet,0.07,0.01,Electric Boiler,0.0,None,0,0.0,Mixed,15.816,0.6,3.624,1.864,Open Landfill,3.728,3,0.6,0.027,6.315,0.107,0.0,0.0,30.217
2225,2025-03-08,10,128.5,Hybrid Car,,LPG,,3,1.05,1.35,5-star,112.18,dry,0.82,2.12,Electric Boiler,0.0,None,0,0.0,Local,28.14,0.6,9.06,1.925,Open Landfill,9.623,1,0.5,1.999,944.459,56.816,0.0,0.0,1050.597
2226,2025-05-04,5,61.4,Public Bus,,Electric,Public,21,1.09,1.0,Budget Hotel,8.12,dry,0.82,0.0,Diesel Boiler,0.0,None,0,0.0,Local,14.07,0.6,4.53,2.054,Open Landfill,5.135,1,0.25,0.064,33.304,20.1,0.0,0.0,77.452
2227,2025-07-13,4,189.3,Tuk-Tuk,2-stroke,LPG,,2,0.8,1.15,Eco-lodge,8.7,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,15.816,1.0,6.04,1.484,Incineration,1.187,1,0.2,9.086,3.276,0.0,0.0,0.0,35.606
2228,2025-03-13,8,105.9,Public Bus,,Diesel,Public,24,1.39,1.0,4-star,42.61,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,22.512,1.0,12.08,1.924,Open Landfill,7.696,1,0.4,0.123,25.54,0.0,0.0,0.0,68.35
2229,2025-10-12,6,111.8,Public Bus,,Petrol,Public,18,0.8,1.0,3-star,15.58,wet,0.07,0.0,Solar Thermal,0.0,None,0,0.0,Mixed,23.724,0.6,5.436,1.105,Sanitary Landfill,3.316,3,0.9,0.099,6.542,0.0,0.0,0.0,40.018
2230,2025-06-29,7,15.4,Hybrid Car,,Electric,,2,0.8,1.15,Budget Hotel,7.95,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Local,19.698,0.0,0.0,1.516,Open Landfill,5.305,3,1.05,0.234,5.364,0.0,0.0,0.0,31.651
2231,2025-08-06,4,56.9,Pilgrimage Support Truck,,LPG,,17,0.8,1.0,5-star,82.19,wet,0.07,0.0,Electric Boiler,0.0,Pilgrimage (Pada Yatra),21,14.0,Local,11.256,1.0,6.04,0.493,Sanitary Landfill,0.987,2,0.4,8.974,23.854,0.0,0.0,37.52,89.03
2232,2025-02-17,8,36.0,Public Bus,,Electric,Public,44,0.97,1.0,Budget Hotel,10.95,dry,0.82,1.22,Electric Boiler,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Local,22.512,0.6,7.248,1.828,Open Landfill,7.312,1,0.4,0.016,91.483,26.157,584.743,0.0,739.871
2233,2025-09-05,6,16.1,Public Bus,,Diesel,Public,45,1.01,1.35,3-star,21.98,wet,0.07,2.98,Electric Boiler,0.0,None,0,0.0,Local,16.884,1.0,9.06,2.06,Sanitary Landfill,6.18,1,0.3,0.007,10.491,47.918,0.0,0.0,90.841
2234,2025-08-31,9,119.8,Private Car,,Electric,,1,1.07,1.0,5-star,105.52,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,61.236,0.6,8.154,0.215,Composting,0.097,3,1.35,23.354,68.369,0.0,0.0,0.0,162.56
2235,2025-02-10,8,131.9,Safari Jeep,,Electric,,4,0.8,1.0,Budget Hotel,8.44,wet,0.07,7.71,Electric Boiler,2.8,None,0,0.0,Local,22.512,0.6,7.248,3.116,Open Landfill,12.463,1,0.4,1.26,6.405,165.302,0.0,0.0,215.59
2236,2025-02-12,4,103.9,Tourist Coach,,LPG,Private,21,0.82,1.15,3-star,23.92,wet,0.07,6.68,Diesel Boiler,0.0,None,0,0.0,Local,11.256,1.0,6.04,1.972,Composting,0.394,2,0.4,0.284,6.697,87.69,0.0,0.0,112.761
2237,2025-05-18,6,30.3,Tourist Coach,,Electric,Private,16,1.33,1.15,Budget Hotel,9.38,dry,0.82,1.54,Electric Boiler,0.0,None,0,0.0,Local,16.884,1.0,9.06,0.454,Open Landfill,1.362,2,0.6,0.176,60.889,24.763,0.0,0.0,113.734
2238,2025-01-27,10,99.8,Hybrid Car,,LPG,,3,1.08,1.0,Budget Hotel,7.95,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,68.04,0.6,9.06,1.24,Open Landfill,6.198,1,0.5,1.69,89.817,0.0,0.0,0.0,175.305
2239,2025-09-10,6,1.0,Private Car,,Electric,,1,1.31,1.0,3-star,20.76,dry,0.82,0.0,Electric Boiler,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Local,16.884,0.0,0.0,0.877,Incineration,1.052,2,0.6,0.231,116.879,0.0,610.212,0.0,745.858
2240,2025-03-20,7,159.4,Private Car,,LPG,,2,1.16,1.0,Budget Hotel,9.94,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,27.678,0.6,6.342,1.806,Incineration,2.528,1,0.35,17.739,6.341,0.0,0.0,0.0,60.978
2241,2025-02-24,5,2.1,Private Car,,Electric,,1,0.91,1.15,Budget Hotel,9.5,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,14.07,0.3,2.265,1.873,Open Landfill,4.681,2,0.5,0.301,51.265,0.0,0.0,0.0,73.082
2242,2025-06-30,7,12.8,Public Bus,,Electric,Public,40,0.8,1.0,4-star,36.84,wet,0.07,0.01,Solar Thermal,0.0,None,0,0.0,Local,19.698,0.6,6.342,1.132,Sanitary Landfill,3.961,3,1.05,0.005,18.05,0.188,0.0,0.0,49.294
2243,2025-03-24,7,86.9,Private Car,,LPG,,2,1.13,1.15,Eco-lodge,8.91,wet,0.07,9.36,Electric Boiler,0.0,None,0,0.0,Local,19.698,0.6,6.342,1.656,Open Landfill,5.797,1,0.35,8.684,5.835,175.594,0.0,0.0,222.299
2244,2025-11-27,6,92.2,Public Bus,,Petrol,Public,31,1.22,1.15,3-star,20.67,dry,0.82,0.0,Diesel Boiler,0.0,None,0,0.0,Local,16.884,1.0,9.06,1.755,Composting,0.526,1,0.3,0.073,101.681,24.12,0.0,0.0,152.644
2245,2025-06-08,7,75.6,Hybrid Car,,Diesel,,2,1.28,1.0,Eco-lodge,7.89,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,47.628,0.3,3.171,0.829,Composting,0.29,1,0.35,2.963,62.498,0.0,0.0,0.0,116.901
2246,2025-02-05,5,13.4,Safari Jeep,,Diesel,,6,1.05,1.0,5-star,109.74,dry,0.82,0.0,Solar Thermal,2.81,None,0,0.0,Local,14.07,0.6,4.53,0.2,Sanitary Landfill,0.5,2,0.5,0.843,449.946,0.0,0.0,0.0,470.389
2247,2025-06-06,5,148.0,Private Car,,Electric,,2,1.1,1.0,Budget Hotel,9.53,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Mixed,19.77,0.6,4.53,0.667,Open Landfill,1.667,0,0.0,13.992,51.361,0.0,0.0,0.0,91.32
2248,2025-06-07,8,1.0,Private Car,,Diesel,,3,0.8,1.0,4-star,42.93,wet,0.07,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Local,22.512,0.3,3.624,0.2,Incineration,0.32,0,0.0,0.048,25.721,0.0,124.346,0.0,176.57
2249,2025-08-03,8,1.0,Private Car,,Petrol,,3,0.8,1.15,4-star,37.19,dry,0.82,0.0,Electric Boiler,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Import-Heavy,54.432,0.6,7.248,1.233,Open Landfill,4.93,2,0.8,0.044,263.662,0.0,575.704,0.0,906.821
2250,2025-07-27,6,73.6,Pilgrimage Support Truck,,Petrol,,2,1.15,1.0,3-star,17.14,wet,0.07,13.36,Electric Boiler,0.0,None,0,0.0,Local,16.884,0.3,2.718,1.334,Incineration,1.601,2,0.6,100.244,8.46,214.829,0.0,0.0,345.335
2251,2025-05-18,4,4.1,Hybrid Car,,LPG,,1,0.8,1.15,Budget Hotel,12.01,wet,0.07,2.85,Electric Boiler,0.0,None,0,0.0,Local,11.256,1.0,6.04,0.353,Composting,0.071,1,0.2,0.151,4.204,30.552,0.0,0.0,52.473
2252,2025-02-03,4,153.4,Safari Jeep,,Petrol,,2,0.93,1.0,4-star,40.58,wet,0.07,1.89,Diesel Boiler,4.74,None,0,0.0,Local,11.256,1.0,6.04,1.411,Open Landfill,2.822,1,0.2,4.266,11.362,36.341,0.0,0.0,72.287
2253,2025-06-18,4,9.3,Private Car,,Diesel,,1,1.12,1.15,Eco-lodge,7.81,wet,0.07,5.55,Solar Thermal,0.0,None,0,0.0,Mixed,15.816,1.0,6.04,1.304,Open Landfill,2.608,0,0.0,1.507,2.187,59.496,0.0,0.0,87.654
2254,2025-08-01,3,173.4,Public Bus,,Diesel,Public,38,0.83,1.0,5-star,107.69,wet,0.07,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Mixed,11.862,0.6,2.718,1.199,Open Landfill,1.799,3,0.45,0.076,23.246,0.0,74.904,0.0,115.054
2255,2025-06-04,7,142.1,Safari Jeep,,Electric,,5,1.06,1.0,5-star,103.5,wet,0.07,0.0,Electric Boiler,2.66,None,0,0.0,Local,19.698,0.6,6.342,1.843,Incineration,2.58,1,0.35,0.958,52.187,0.0,0.0,0.0,82.115
2256,2025-08-21,4,154.1,Hybrid Car,,LPG,,1,1.34,1.0,Guesthouse,5.98,dry,0.82,0.31,Electric Boiler,0.0,None,0,0.0,Import-Heavy,27.216,0.6,3.624,1.308,Open Landfill,2.615,1,0.2,10.07,29.462,3.323,0.0,0.0,76.511
2257,2025-04-01,4,193.2,Hybrid Car,,Diesel,,1,1.37,1.0,3-star,17.94,wet,0.07,0.0,Electric Boiler,0.0,None,0,0.0,Import-Heavy,27.216,0.3,1.812,1.129,Incineration,0.903,4,0.8,13.486,5.862,0.0,0.0,0.0,50.079
2258,2025-10-20,12,84.9,Public Bus,,Petrol,Public,35,0.88,1.0,4-star,52.5,dry,0.82,0.0,Electric Boiler,0.0,None,0,0.0,Local,33.768,0.6,10.872,1.678,Incineration,4.028,2,1.2,0.043,546.152,0.0,0.0,0.0,596.063
2259,2025-06-27,5,19.2,Private Car,,LPG,,1,1.12,1.0,Budget Hotel,11.52,dry,0.82,0.0,Electric Boiler,0.0,Small Local Festival,0,0.0,Import-Heavy,34.02,1.0,7.55,1.728,Incineration,1.728,1,0.25,3.398,59.539,0.0,130.021,0.0,236.506
2260,2025-04-30,11,73.8,Private Car,,Electric,,2,1.07,1.15,Budget Hotel,9.37,wet,0.07,6.26,Electric Boiler,0.0,None,0,0.0,Mixed,43.494,0.6,9.966,1.532,Incineration,3.371,1,0.55,6.157,9.527,184.545,0.0,0.0,257.609
2261,2025-05-10,9,46.0,Private Car,,LPG,,2,0.89,1.15,5-star,109.25,wet,0.07,9.37,Electric Boiler,0.0,None,0,0.0,Mixed,35.586,0.6,8.154,0.426,Composting,0.192,1,0.45,3.633,70.715,226.004,0.0,0.0,344.734
2262,2025-01-15,4,37.4,Tuk-Tuk,4-stroke,LPG,,2,1.03,1.15,3-star,17.6,wet,0.07,1.47,Solar Thermal,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Local,11.256,0.3,1.812,1.169,Composting,0.234,3,0.6,1.156,4.929,15.758,440.401,0.0,476.146
2263,2025-06-03,8,89.1,Hybrid Car,,Petrol,,1,1.06,1.0,Budget Hotel,9.39,wet,0.07,0.0,Electric Boiler,0.0,"Major Festival (e.g., Esala Perahera)",0,0.0,Local,22.512,1.5,18.12,1.75,Open Landfill,6.999,2,0.8,5.338,6.936,0.0,276.469,0.0,337.173
2264,2025-09-06,6,61.3,Safari Jeep,,Electric,,4,0.97,1.35,Guesthouse,5.37,dry,0.82,1.91,Electric Boiler,2.19,Small Local Festival,0,0.0,Local,16.884,0.6,5.436,2.072,Composting,0.621,2,0.6,0.986,41.18,30.713,18.646,0.0,115.066
2265,2025-06-08,4,34.9,Tourist Coach,,Petrol,Private,23,0.8,1.0,Guesthouse,5.09,wet,0.07,0.0,Diesel Boiler,0.0,None,0,0.0,Local,11.256,1.0,6.04,2.257,Open Landfill,4.513,0,0.0,0.085,1.426,16.08,0.0,0.0,39.4
